Nom entreprise,Page,Note globale,Nombre total avis,Nom du client,Pays,Date de publication,Nombre d'avis du client,Note client,Titre commentaire,Commentaire
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Théo FERRIÉ,FR,09 janvier 2025,1,5,J’ai eu une excellente expérience avec…,"J’ai eu une excellente expérience avec le service téléphonique de Certideal. Mon appel a été pris rapidement, et j’ai reçu des conseils clairs et utiles. Le conseiller était à l’écoute et a parfaitement répondu à mes questions. Un service client efficace et agréable !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,UTLISATEUR,FR,14 janvier 2025,2,5,J'ai récemment acheté un téléphone…,"J'ai récemment acheté un téléphone reconditionné sur ce site, et je suis super satisfait ! Le téléphone est comme neuf, fonctionne parfaitement et j'ai économisé pas mal d'argent. En plus, la livraison a été rapide et le service client était au top. Je recommande vraiment ce site à ceux qui cherchent un bon plan pour un téléphone de qualité !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Manuella Launay,FR,15 janvier 2025,3,5,Ce site est une véritable découverte,"Ce site est une véritable découverte ! J'ai commandé un téléphone reconditionné et il est arrivé en excellent état, avec tous les accessoires nécessaires. Les promotions sont très intéressantes et le service client a répondu à toutes mes questions rapidement et efficacement. Si vous cherchez un bon téléphone à un prix raisonnable, je vous conseille fortement de jeter un œil à ce site."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Harsimran Singh,FR,02 janvier 2025,1,5,Excellente expérience service client,Excellente expérience service client !J’ai récemment passé ma premiere commande sur CertiDeal après avoir longuement discuté avec le service client qui a su faire preuve de patiente et de professionnalisme concernant toutes mes craintes sur les appareils reconditionnés! Je ne passerai plus que par CertiDeal à présent.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Lacrouts Denis,FR,13 janvier 2025,1,5,1 er achat sur ce site,"J'ai commander sur leur site un  IPHONE 15 bleu ciel,trés bel appareil qui fonctionne parfaitement bien, j'ai était livrer rapidement (de memoire 7 a 8 jours) bien emballer dans une boite fourni avec un cable, en option j'avais demander la pose d' une vitre en renfort sur la vitre originel, cela a était fait et correctement mise,ainsi qu' une housse de protection.Bref, je recommande"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Sirine Mestiri,FR,23 décembre 2024,1,5,Très satisfaite de mon achat,"Très satisfaite de mon achat ! Le téléphone reconditionné est en parfait état, avec une batterie qui tient très bien la charge. L’esthétique est impeccable et le service client a été très professionnel et réactif. Je recommande sans hésitation !"""
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Oceane,FR,11 janvier 2025,1,4,Le téléphone acheté est un iPhone 14…,"Le téléphone acheté est un iPhone 14 qui fonctionne très bien et il est en parfait état. Cependant, le model reçu était un iPhone américain. Je n’ai pas la possibilité d’avoir la double SIM (carte et virtuelle) et le chargeur n’est pas en USBC qui est un requis pour les IPhone 14 acheté en Europe. Attention lorsque vous faite votre demande d’achat."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Beatrice Boulanger,FR,13 janvier 2025,1,1,Iphone non fonctionel,"Bonjour,J’ai un énorme problème sur ma commandeTout d’abord j’ai commander l’iPhone 15 pro 128g titane naturel gamme Premium, je l’ai reçu mais celui a un gros soucis.Dans un premier temps j’ai commencer a configurer le téléphone mais arrivée à la mise à jour celui me propose de faire la mise à jour « IOS 18.3 bêta » donc je la fais mais quand l’OL redémarre il me mets « Hello dans tout les langues » et quand je veux passer ce onglet là il ne veut pas puis il a commencer à chauffer et à ne plus charger.Sachant que toutes mes donnes sont transférées dans ce téléphoneDonc je veux bien être patiente mais un moment donner il avait eu déjà un retard sur le colis puis j’ai dû commander une esim car vous m’avez pas prévenu qu’il en fallait une.Mail envoyer au SAV mais toujours pas de réponse."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,SS,FR,12 décembre 2024,1,5,Délais de livraison,"Je n'ai pas l'habitude de laisser des avis après mes achats, mais je tenais à témoigner de l'excellent accompagnement que j'ai reçu de la part de votre équipe. J'avais une question urgente concernant les délais de livraison, car j'attendais un colis pour un cadeau prévu lors d'une fête. En appelant votre service client, j'ai été agréablement surprise par leur réactivité et leur écoute. Mention spéciale à une personne de votre équipe qui s’appelle Khady, qui a été particulièrement professionnelle et rassurante sur les délais de livraison.Au final, plus peur que de mal, j’ai reçu ma commande dans les temps ;) 👌🏼"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=1,4.4,26139,Manelle Djedaini,FR,01 janvier 2025,1,5,J'ai commandé via leurs sites internet,"J'ai commandé via leurs sites internet, leurs sites est simple d’accès.J’ai reçu mon téléphone dans les temps, il n’avait aucune rayure rien, fidèle à la description du site internet.Ça va fait 2 mois que j’ai commandé chez eux, et la batterie de mon téléphone tient très bien, je peux le charger 1 fois par jour cela va me suffire, alors qu’en temps normal c’était minimum 2-3 fois.Je recommande à 1000%. FONCEZ !!!"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,alexandre bensid,BJ,02 janvier 2025,1,5,J'ai récemment acheté un smartphone sur…,"J'ai récemment acheté un smartphone sur Certideal et je suis très satisfait de mon expérience ! Le processus d'achat était simple et rapide. La livraison a été rapide et le smartphone était en excellent état. De plus, le service client a été réactif et disponible pour répondre à mes questions. Je recommande"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Gadh Leyya,FR,15 janvier 2025,1,5,J'ai récemment acheté un smartphone…,"J'ai récemment acheté un smartphone reconditionné chez Certideal et je suis vraiment satisfait de mon expérience. Le produit est comme neuf, la qualité est excellente et le service client a été très réactif et professionnel. La livraison a été rapide et bien emballée. Je recommande vivement Certideal à ceux qui cherchent des appareils de qualité à un prix attractif. Une excellente alternative au neuf !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Anjie CADET,FR,25 décembre 2024,1,5,J’ai passé commande il y a quelques…,"J’ai passé commande il y a quelques temps déjà, le téléphone est intacte, la batterie est au maximum de sa capacité, le grade esthétique est très bien aussi. J’suis totalement satisfaite et je recommande vivement ! Allez y les yeux fermés !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Sophia MALIM,FR,13 janvier 2025,1,5,Excellente expérience avec Certideal!,"Excellente expérience avec Certideal!Achat simple, livraison rapide et produit conforme en parfait état. Le service est vraiment fiable, je suis très satisfaite et je recommande vivement."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Yvan,FR,06 janvier 2025,1,5,Une expérience irréprochable du début à…,"Une expérience irréprochable du début à la fin !Je suis absolument ravi de mon expérience avec CertiDeal. Dès le départ, le site est clair, simple à utiliser et transparent sur les produits proposés. J’ai acheté un iPhone reconditionné, et non seulement il était comme neuf, mais il est arrivé super rapidement, parfaitement emballé et avec tous les accessoires nécessaires.Ce que j’ai particulièrement apprécié, c’est leur souci de qualité : chaque appareil est rigoureusement vérifié, et ça se sent ! En plus, leur service client est ultra-réactif, professionnel et vraiment à l’écoute. J’avais une question avant l’achat, et ils m’ont répondu en un rien de temps, avec une grande gentillesse.Cerise sur le gâteau : leurs prix défient toute concurrence. C’est agréable de voir qu’on peut avoir un produit de qualité tout en faisant des économies et en faisant un geste pour la planète.Je recommande les yeux fermés CertiDeal à tous ceux qui cherchent des appareils reconditionnés fiables et abordables. C’est devenu mon site de référence !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Kenya Wadbled,FR,14 janvier 2025,1,5,Super expérience,"Super expérience ! J’ai commandé un iPhone reconditionné et il est arrivé rapidement en parfait état. La description était fidèle, et le téléphone fonctionne comme neuf. Service client réactif et fiable, je recommande vivement !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Nait Tahar,FR,15 janvier 2025,1,5,J’ai récemment commandé un téléphone…,"J’ai récemment commandé un téléphone reconditionné et je suis totalement satisfaite de mon achat. Le téléphone est arrivé rapidement, bien emballé et conforme à la description. La batterie tient parfaitement la charge et le grade esthétique est impeccable, on dirait presque du neuf ! Service fiable et sérieux, je recommande sans hésiter."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Shana beki,FR,15 janvier 2025,1,5,"Super expérience, je recommande!","J’ai commandé un téléphone reconditionné et tout s’est très bien passé. La batterie est en excellent état, et le grade esthétique impeccable. Service rapide et fiable, je recommande !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Messina Coralie,FR,18 décembre 2024,1,5,Service impeccable et téléphone fonctionnel!!,Une merveilleuse expérience avec Certideal!! La livraison a été rapide et le téléphone en parfait état. Je remercie en particulier Diana du service client qui a été très à l'écoute de ma requête. La personne qui a reçu le téléphone est très contente du produit.Je recommande vivement Certideal pour vos achats de téléphone reconditionné!!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Vanessa K.,FR,23 décembre 2024,5,1,SAV catastrophique,"Si l'achat s'est passé correctement, le service après-vente est une catastrophe. Panne totale du téléphone au bout de 9 mois d'utilisation.  Que des possibilités de contact par mail avec un délai de réponse moyen de 48H, et une procédure de retour complétement inadaptée quand votre téléphone ne fonctionne pas (on vous demande des manipulations à faire qui sont impossibles). Retour à mes frais pour bénéficier de la garantie pour me voir m'opposer un refus au motif que l'écran a un choc, or j'avais bien pris la photo avant envoi et rien n'était présent. On vous propose de le réparer à un prix supérieur à ce qui est fait par ailleurs. Souhaitant malgré tout continuer à bénéficier de mon appareil dans le délai de garantie des 2 ans, je m'acquitte des frais demandés. Plus de 10 jours après le paiement, toujours pas de nouvelles de mon téléphone. Ca fait plus 3 semaines que je n'ai pas de téléphone. Sans conteste, je ne rachèterai pas par Certideal : le côté français et garantie de 24 mois m'avait séduite, à tort."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Amandine Bintodi,FR,16 décembre 2024,1,5,Au premier abord j’étais réticente à…,"Au premier abord j’étais réticente à l’idée de commander sur des sites des téléphone reconditionné mais fut surprise . La qualité et surtout la batterie du téléphone est top , je recommande !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,P74,FR,12 janvier 2025,13,5,Je recommande,"Appareil parfait, garantie 2 ans, transaction rapide, prix intéressant, que demander de plus. C'est mon troisième achat iphone 13 : le mien, mon épouse et une amie. Parfait à chaque fois."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Eve THEOT,FR,07 janvier 2025,2,1,Retard,"Bonjour, je n’ai toujours pas reçu ma commande alors qu’elle est sensé être envoyé, certideal ne m’a toujours pas envoyé le numéro de suivi alors que ça fait plus de 4 jours que j’attends."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Jamila Hazaël,US,15 janvier 2025,1,5,Services au top !,"J’ai passé plusieurs commandes notamment pour les fêtes et services au top ! Les téléphones sont nickel et bon suivi client derrière, je recommande !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Benmalek,FR,13 janvier 2025,1,5,Excellent service client,"Excellent service client. J’avais des questions avant l’achat, on m’a répondu rapidement. Le téléphone est arrivé bien emballé et en très bonne état."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Florine Guerriau,FR,07 janvier 2025,1,5,Très bonne première expérience,"Je ne connaissais pas Certideal, mais je ne suis franchement pas déçue!J’ai acheté l’iPhone 15 dans le grade «très bon état » pour mon anniversaire et je l’ai reçu très rapidement."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Penicaud Rachel,FR,12 janvier 2025,1,5,3 ème achat chez certideal et aucun…,"3 ème achat chez certideal et aucun soucis, produit conforme aux attentes et livraison rapide. Cette fois j ai testée la reprise, j attends le virement."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Delphine Nta Ewere,FR,14 janvier 2025,3,5,Une très bonne expérience avec…,Une très bonne expérience avec Certideal!! Je remercie en particulier Khady du service client qui a été très à l'écoute de ma requête et surtout très patiente.Je recommande vivement Certideal pour vos achats de téléphone reconditionné!!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,Anissa,FR,06 janvier 2025,1,5,SAV réactif et efficace,Très contente du SAV qui a été hyper réactif suite à un soucis avec ma commande. Merci pour votre efficacité et votre professionnalisme !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=2,4.4,26139,WUST Nathalie,FR,12 janvier 2025,1,5,Première expérience validée,"Première fois que je commande un téléphone reconditionné, pour l’instant rien à redire et l’envoi a été rapide. Je recommencerai c’est mieux pour la planète et pour mon portefeuille"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Henri,FR,13 janvier 2025,1,5,Je suis venue faire mon achat le…,"Je suis venue faire mon achat le 13/01/2025 pour un nouveau téléphone, et comme d’habitude, les vendeurs ont été très souriants et accueillant."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Klea,FR,10 janvier 2025,1,5,Parfait,"Parfait, j'ai commandée et reçu avant la date, batterie en parfaite état et qualité au top! Je vous recommande vivement de prendre sur ce site"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Mekkaoui,FR,14 janvier 2025,1,5,J’ai acheté mon iPhone sur ce site,"J’ai acheté mon iPhone sur ce site, et je ne suis vraiment pas déçu de la qualité pour un téléphone reconditionné.Je vous recommande cette enseigne"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,LILIAN Pv,FR,06 janvier 2025,1,5,J’ai acheté mon iphone 12 dans le grade…,J’ai acheté mon iphone 12 dans le grade premium. La livraison a été effectuée rapidement et le grade est respecté. Merci mille fois au conseiller que j’ai eu au téléphone.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Eleonore Yameogo,FR,25 décembre 2024,1,5,J’ai commander un téléphone pour Noël,"J’ai commander un téléphone pour Noël, le téléphone est nickel il fonctionne très bien, je vous recommande ce site qui est très fiable"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Jihad LENBA,FR,20 décembre 2024,1,5,SAV de qualité,"Franchement, super service SAV ! Rapides, efficaces, et ils trouvent des solutions direct. Rien à dire, je recommande."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Joyti Lal,FR,14 janvier 2025,1,5,Je recommande à 10000%,"Tout a été parfait. Premier achat pour ma part, j'étais sceptique mais le service client a su répondre à tous mes doutes et questions. Je valide et je recommande à 1000%, merci pour votre réactivité."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Consumer,FR,08 janvier 2025,1,5,Service Impeccable,"J’ai acheté un iPhone 13 reconditionné, et je suis extrêmement satisfaite. Le téléphone correspond parfaitement à la description : aucune rayure visible, la batterie est en excellent étas.La rapidité de livraison a également été impressionnante. Je tiens également à remercier le conseiller que j’ai eu au téléphone pour son sérieux et son professionnalisme.Il a parfaitement respecté les engagements de qualité annoncés. Je recommande vivement ! :)"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Nissou Degaza,FR,14 janvier 2025,1,5,Très satisfaite de mon achat,"Très satisfaite de mon achat, le téléphone reconditionné est comme neuf, aucune rayure et la batterie tient très bien. Je recommande."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Jennifer,FR,26 décembre 2024,1,5,La livraison a été incroyablement…,"La livraison a été incroyablement rapide, le téléphone est comme je l’avais demandé. Service client au top, à l’écoute et très professionnel. Super expérience je recommande 1000 fois."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Océane L,FR,14 janvier 2025,1,5,Parfait,"Parfait ! J’ai reçu mon téléphone très rapidement, en très bon état.Je recommanderai avec plaisir à l’occasion, je suis ravie de mon achat !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Kiele Sa,FR,15 janvier 2025,1,5,Satisfait du service après-vente,Satisfait du service après-vente. Mon problème a été pris en charge rapidement et l'équipe a été très professionnelle.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Alice Dardot Mudry,FR,14 janvier 2025,1,5,Très satisfaite,"Très satisfaite ! Je rédige rarement des avis mais je tenais à souligner la réactivité de Mélissa, qui a été très à l’écoute de ma demande. Merci à elle !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Zakaria Mous,FR,15 janvier 2025,1,5,Je reviendrais,"Bonjour, je suis nouveau client chez vous, je vous ai connu par le billet d'un ami et je ne regrette pas du tout, mon iPhone est parfait, je suis plus que content !Merci pour l'accueil et l'écoute de l'équipe certideal."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Juliette Renaud,FR,27 décembre 2024,1,5,super expérience chez certideal,"super expérience chez certideal, j’ai commandé un iphone 13 et je n’ai rien a redire dessus.Je recommande"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Ralitera,FR,15 janvier 2025,1,5,J’ai acheté deux téléphones sur…,"J’ai acheté deux téléphones sur Certideal et j’ai toujours été satisfaite ! Le SAV est aussi super, je suis très ravie"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Shannen Lo,FR,30 décembre 2024,1,5,Service client au top,"Service client super ! Je suis très contente de mon achat, Diana a été très réactive et a trouvé une solution à mon problème efficacement ! Je recommande vivement."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Stacy Khelifi,FR,14 janvier 2025,1,5,Parfait,"Très bonne communication avec le service client à l’écoute, batterie neuve et téléphone sans aucune rayure. Je recommande !"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,Célia Arezki,FR,14 janvier 2025,1,5,PARFAIT !,J’ai récemment commandé un téléphone sur ce site. Le téléphone fonctionne parfaitement et l’envoi a été rapide.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=3,4.4,26139,salim,FR,14 janvier 2025,1,5,"Achat parfait, téléphone comme neuf !","Très satisfait de mon achat chez Certideal. Le téléphone est comme neuf, la batterie est top, et la livraison rapide. Je recommande à 100%"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Dona Saizonou,FR,13 juin 2024,1,5,Je recommande,"Je recommande !La réception de mon colis fut rapide, le produit était de qualité et conforme à ce que j’avais commandé. De plus un service client très réactif et agréable."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,wissal,FR,14 janvier 2025,1,5,J’ai eu l’occasion de commander et je…,J’ai eu l’occasion de commander et je ne regrette pas tout est niquel rien à reprocher je suis très satisfaite de mon achat !!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,souki,FR,06 janvier 2025,1,5,JE VOUS RECOMMANDE !,"JE VOUS RECOMMANDE !J’ai commandé un téléphone reconditionné, la batterie est parfaite, le téléphone est parfait.La livraison a été rapide.Je suis satisfaite👍🏼👍🏼"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Yamina Rochard,FR,06 décembre 2024,1,5,Un délais de livraison assez long mais…,Un délais de livraison assez long mais qui en vaut la chandelle tout est parfait je suis satisfait de mon achat
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Lital Journo,FR,01 janvier 2025,2,5,Je tenais à remercier Samuel qui a su…,Je tenais à remercier Samuel qui a su me conseiller pour que je puisse faire mon choix.Il a été d’une gentillesse et d’une sympathie exceptionnelle!!! Je recommande.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,hugo thomas,FR,06 janvier 2025,1,5,L’achat de mon iPhone 14 pro s’est très…,"L’achat de mon iPhone 14 pro s’est très bien déroulé. Le délai a été très rapide, et le téléphone fonctionne très bien!Je recommanderai à mon entourage."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,David Guerriau,FR,08 janvier 2025,1,5,2eme achat chez certideal,"2eme achat chez certideal , toujours pas déçu.Le grade "" premium "" est une perfection.Je recommande"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Yasmine Efarran,MA,15 janvier 2025,1,5,Tres bonne experience !,La livraison a été très rapide et le produit bien conforme. Super expérience je recommande vivement !!!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Dalia Djb,FR,01 janvier 2025,1,5,Service client au top !,Service client au top !Un grand merci à Khady qui a été à l’écoute et très professionnel.Je vous recommande vivement Certideal.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Teddy Robin,FR,04 janvier 2025,1,5,J’ai récemment acheté un iPhone 14 sur…,"J’ai récemment acheté un iPhone 14 sur le site et tout fonctionne très bien, je conseillerais à mon entourage."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,kelly rochard,FR,21 décembre 2024,1,5,J'ai bien cru que je n'allais pas…,J'ai bien cru que je n'allais pas recevoir mon appareil pour noel ! Des délais un peu long mais tout s'est finalement vien passé. Ma fille est heureuse de son iPhoneTop
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Ahmed Derouich,FR,13 janvier 2025,2,1,Mauvaise expérience,Ne faites pas confiance à Certideal et surtout ne vendez pas vos appareil à eux car ils ne sont pas honnête !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Ni,FR,13 janvier 2025,1,5,Récemment j'ai passé commande chez…,Récemment j'ai passé commande chez vous... très satisfait principalement par la très bonne batterie! Merci!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Laura Gosteaux Cerqueira,FR,01 décembre 2024,2,5,Au top,J’ai passé commande et je ne suis pas déçue!Il est comme neuf que ce soit l’état du téléphone et la durée de la batterie.Je vous recommande de passer par cette méthode à 100%!!
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Eden,FR,14 janvier 2025,1,5,J'ai commander un téléphone dans votre…,J'ai commander un téléphone dans votre entreprise et aucun problème tous es parfait !
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Esther Dago,FR,01 janvier 2025,1,4,Je suis agréablement surprise de mon…,Je suis agréablement surprise de mon produit! Le téléphone est venue en bonne et due forme. La livraison à été rapide.
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Sharon,FR,11 janvier 2025,1,5,Superbe expérience,"super expérience, la commande était super fluide, l’état du téléphone est nickel"
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Wimart,FR,14 janvier 2025,1,5,Je suis très satisfaite du produit que…,"Je suis très satisfaite du produit que j’ai acheté, de plus le service client est vraiment super."
CertiDeal,https://fr.trustpilot.com/review/certideal.com?page=4,4.4,26139,Holimata,FR,10 janvier 2025,1,5,Je suis très satisfaite de mon nouveau…,"Je suis très satisfaite de mon nouveau produit d’ailleurs, je l’ai pas mal recommandé ! :)"
